image_id,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_VISIBILITY,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_VISIBILITY,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_VISIBILITY,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_VISIBILITY,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_VISIBILITY,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_VISIBILITY,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_VISIBILITY,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_VISIBILITY,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_VISIBILITY,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_VISIBILITY,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_VISIBILITY,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_VISIBILITY,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_VISIBILITY,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_VISIBILITY,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_VISIBILITY,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_VISIBILITY
48,176.2993621826172,186.66738492250443,0.9998816251754761,306.57550394535065,178.99630320072174,0.9998043179512024,173.9594429731369,295.7864770293236,0.9032207131385803,327.96708583831787,324.100406229496,0.9890717267990112,156.1997053027153,376.11615520715714,0.9827456474304199,256.79349422454834,420.42436760663986,0.909968376159668,192.80920267105103,417.18188840150833,0.998730480670929,261.98587357997894,420.24203169345856,0.9980327486991882,192.0805937051773,523.2099599838257,0.4170345366001129,264.9931561946869,533.3859494924545,0.40118685364723206,190.486661195755,674.395182967186,0.11834978312253952,260.9287816286087,691.3428392410278,0.11146144568920135,198.67601335048676,695.5075061321259,0.0982469916343689,268.7109398841858,708.4908585548401,0.09052938222885132,175.27737617492676,715.7040512561798,0.08658166974782944,222.43543565273285,740.0632910728455,0.07566672563552856
49,241.8110761642456,271.2428226470947,0.9999251365661621,491.48258090019226,290.4133713245392,0.9996159076690674,79.74405148625374,430.28498363494873,0.6657200455665588,530.165666103363,468.88814091682434,0.10445985943078995,221.25722575187683,355.1969190835953,0.9721126556396484,523.7241060733795,637.3003666400909,0.030326005071401596,255.86500251293182,573.3207634687424,0.09872497618198395,418.24424052238464,585.286057472229,0.0421576164662838,242.06415486335754,814.0408614873886,0.0006269977311603725,408.3876693248749,840.3029352426529,3.5260723961982876e-05,239.9940549135208,1030.377252817154,0.0003878582501783967,393.55897402763367,1037.44961977005,0.00011749739496735856,237.7326248884201,1067.819311618805,0.0008484715945087373,399.5938594341278,1072.063591003418,0.00041510799201205373,258.4107985496521,1090.389208316803,0.0003545272338669747,351.3565194606781,1094.9047203063965,0.00016714308003429323
0012,96.953289270401,113.05857753753662,0.9983976483345032,180.11573839187622,109.80243676900864,0.9943746328353882,98.18421828746796,168.02262943983078,0.6813132166862488,184.3505573272705,167.1647754907608,0.48076826333999634,162.39863204956055,139.819885969162,0.8328396081924438,125.94633185863495,149.7822681069374,0.24057456851005554,113.87023293972015,205.54519629478455,0.35632574558258057,164.12998867034912,206.2778195142746,0.2774699032306671,116.73366522789001,283.6494677066803,0.009334506466984749,166.49230241775513,287.6399441957474,0.0029695795383304358,117.22140920162201,347.87715768814087,0.0014638800639659166,164.1007719039917,350.67870032787323,0.0013701505959033966,117.60022366046906,359.01836228370667,0.003403580980375409,165.7499234676361,361.2680432796478,0.003731890581548214,119.98063337802887,368.22769117355347,0.001384215778671205,151.62022805213928,372.2806248664856,0.0017345984233543277
28,112.19741877913475,101.36685752868652,0.9993582367897034,160.6070016026497,102.88944363594055,0.9996329545974731,103.45558276772499,133.37035155296326,0.2666364312171936,170.8963646888733,138.84131932258606,0.7065582871437073,119.47178712487221,138.24488425254822,0.2265295386314392,157.1155406832695,138.8324271440506,0.32429584860801697,118.50009036064148,169.03787410259247,0.9934815168380737,151.81800371408463,169.93925654888153,0.9939555525779724,122.71235612034798,222.20760917663574,0.10841380804777145,151.33235216140747,224.82332038879395,0.03383241593837738,118.56004229187965,273.86152267456055,0.01926763728260994,146.3967343568802,275.2528190612793,0.005938073620200157,117.48236638307571,281.9895520210266,0.012350272387266159,144.8090695142746,283.03653955459595,0.008699809201061726,124.5250626206398,288.54420924186707,0.009586181491613388,145.07157051563263,290.6820785999298,0.004668618086725473
29,136.456328779459,47.722879350185394,0.9999943971633911,170.87820237874985,49.5683491230011,0.9999669790267944,119.17421436309814,53.86912965774536,0.9936421513557434,189.60065442323685,53.807727456092834,0.9295885562896729,110.0297141969204,62.77531671524048,0.9981718063354492,201.53745448589325,63.37996280193329,0.9494444727897644,144.4885228574276,87.11963367462158,0.9999537467956543,163.87676066160202,88.9291205406189,0.9998809099197388,128.49808824062347,77.06257778406143,0.846699059009552,176.15560626983643,82.58801794052124,0.8533838391304016,150.11718520522118,124.48290717601776,0.901511013507843,149.03332421183586,121.43563342094421,0.8398427367210388,153.3741717338562,127.64420807361603,0.7539559602737427,144.84645465016365,123.83760952949524,0.7501484155654907,154.268389493227,142.8824018239975,0.869607150554657,137.8919209241867,141.36611795425415,0.8675323724746704
0007,103.22011858224869,108.23952323198318,0.9994316697120667,184.29185152053833,117.0165165066719,0.9992166757583618,96.63058742880821,173.1814461350441,0.787657618522644,180.6260734796524,185.26026141643524,0.8230848908424377,81.5384991466999,140.10876417160034,0.977224588394165,202.85431742668152,143.1172467470169,0.9710989594459534,113.85539397597313,206.85051476955414,0.2744719982147217,156.9332852959633,210.2328897714615,0.1393309384584427,111.17128133773804,187.4788337945938,0.3127273917198181,154.52483296394348,198.6379051208496,0.031135881319642067,110.19881144165993,206.64529824256897,0.022296421229839325,128.346037119627,187.14204919338226,0.0018737735226750374,111.21308729052544,215.41162383556366,0.040422264486551285,129.70352172851562,190.0083396434784,0.0054673790000379086,108.28349068760872,201.80042552947998,0.033757373690605164,104.75241616368294,176.8568006157875,0.0047606504522264
0013,98.82535487413406,67.37825560569763,0.9999029636383057,175.19231587648392,67.96372371912003,0.9999704360961914,85.7623428106308,117.87778455018997,0.9951131939888,188.97126615047455,118.80250239372253,0.9990140199661255,60.49673780798912,114.05578762292862,0.9999759197235107,215.47664999961853,116.619608938694,0.9999839067459106,116.29696488380432,167.45812582969666,0.9550365209579468,159.06090587377548,164.52907276153564,0.9578014612197876,116.7941614985466,238.3373007774353,0.19511741399765015,165.19058793783188,240.2012436389923,0.06677483022212982,114.05532658100128,302.42205691337585,0.08270913362503052,160.8077734708786,299.7937059402466,0.06245310977101326,112.70978301763535,313.8229726552963,0.13008928298950195,161.66834831237793,308.521178483963,0.13322044909000397,122.80546575784683,320.593089222908,0.03494706004858017,152.63168960809708,324.30328273773193,0.04037988558411598
0005,101.59033325314522,110.85938876867294,0.9997225403785706,168.1871143579483,113.59124559164047,0.999915599822998,95.70216789841652,168.88071686029434,0.9941372871398926,174.2443545460701,170.59640890359879,0.9994658827781677,64.58528763055801,148.70715755224228,0.9998594522476196,201.68294727802277,149.57582640647888,0.9999779462814331,110.0450930595398,197.88208508491516,0.8377970457077026,152.03662770986557,197.75343716144562,0.8406022191047668,113.9021557867527,262.3492738008499,0.098017118871212,153.87530249357224,268.44075632095337,0.07814399152994156,114.07535126805305,321.9395670890808,0.05547935888171196,148.2189195752144,323.3770532608032,0.02723017893731594,112.4698137640953,332.06606018543243,0.08140625804662704,149.81566262245178,331.3460910320282,0.048805877566337585,120.59475338459015,337.4626967906952,0.028234392404556274,135.02455687522888,342.17010509967804,0.019897375255823135
0010,80.85679113864899,166.93365383148193,0.9624499678611755,256.12192153930664,158.46745204925537,0.9774320125579834,12.522554397583008,233.73651123046875,0.5406120419502258,282.7052056789398,288.41550636291504,0.026012273505330086,60.36568880081177,96.68954944610596,0.7107037305831909,287.69073486328125,385.0781593322754,0.008794167079031467,121.5861439704895,381.27708435058594,0.011211760342121124,222.80970811843872,382.7566108703613,0.006825997494161129,114.09405469894409,475.3069667816162,0.0011511571938171983,222.6338267326355,505.9488830566406,0.00021613892749883235,125.06312727928162,640.7682037353516,0.0006569601828232408,215.5004382133484,642.3475456237793,0.000580333115067333,127.94096767902374,670.8923778533936,0.001546714804135263,215.9077763557434,671.387529373169,0.0020997070241719484,132.20044076442719,675.1637306213379,0.0007422754424624145,206.78730010986328,662.4592208862305,0.0009475463884882629
0004,105.0492376089096,90.45047682523727,0.9997947812080383,171.03893011808395,92.48474264144897,0.9998119473457336,69.6869745850563,142.4460008740425,0.6344593167304993,205.11269122362137,142.541628241539,0.9716063141822815,70.42222172021866,87.75852879881859,0.9992368221282959,203.13210040330887,86.25153878331184,0.9986659288406372,115.51073268055916,184.33575081825256,0.9033792614936829,156.69166147708893,185.84639489650726,0.8852088451385498,112.48287856578827,252.19409573078156,0.014538331888616085,158.7253600358963,259.12270045280457,0.006830919533967972,113.15781399607658,311.5976593494415,0.007372948341071606,157.2603240609169,314.6040258407593,0.0034509890247136354,112.77395486831665,321.8045582771301,0.010056388564407825,159.50443744659424,322.71988463401794,0.006500474642962217,119.43371444940567,332.0260080099106,0.004741523880511522,145.83253860473633,339.1613563299179,0.005762043874710798
